record_id,first_name,last_name,email,title,company,job_level,job_persona,phone,account_id,industry,employee_count,zi_industry,zi_employee_count,created_date,lead_source,lead_status,is_current_mql,mql_date,email_opt_out,email_bounced,no_longer_with_company,is_converted,converted_contact_id,free_email_known,actual_free_email,mkto_lead_score,mql_cycle_count,is_disqualified,dq_reason,dq_date,entity_type,lineage_type,lead_origin_id,mkto_contact_score_c,has_lead_origin,scoring_person_id,account_name,domain,named_account,is_icp_qualified,account_do_not_contact,account_intent_score,country,annual_revenue,flag_duplicate_email,flag_shared_email,flag_broken_conversion_link,flag_orphan_contact,flag_opted_out,flag_email_bounced,flag_no_longer_with_company,flag_non_prospect,flag_do_not_contact,flag_free_email_leakage,flag_missing_account,flag_missing_title,flag_missing_phone,flag_missing_industry,hard_blocker,hard_blocker_reasons,dq_flag_count,dq_flags,engagement_count,automation_events,last_engagement_date,first_engagement_date,days_since_last_engagement,sent_events,automation_share,automation_inflated_flag,meaningful_count,meaningful_30d,meaningful_90d,eng_event,eng_webinar,eng_content_syndication,eng_telemarketing,eng_email,eng_advertisement,raw_engagement_signal,icp_flag,named_account_flag,employee_fit,segment,segment_multiplier,account_fit_raw,account_fit_signal,job_level_score,job_persona_score,profile_fit_signal,engagement_score,account_fit_score,profile_fit_score,final_score,engagement_weight,account_fit_weight,profile_fit_weight,confidence,score_explanation,tier,tier_sort,bdr_action,is_suppressed,action_tag
L00138,Sarah,Davis,sdavis@fusionnetworks.com,Manager of Something,Fusion Networks Corp,Manager,,+1-555-9458,ACC0056,Manufacturing,1500.0,,,2022-12-01,Partner Referral,Disqualified,False,,True,False,False,False,,False,False,84.0,0.0,False,,,Lead,Orphan Lead,,,,L00138,Fusion Networks,fusionnetworks.com,True,False,False,47.0,United States,509.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,0,,2.0,0.0,2026-05-22 00:00:00,2023-09-19 00:00:00,0.0,0.0,0.0,False,2.0,1.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,False,True,1.0,L1,0.9,44.7,40.23,0.5,0.0,0.25,100.0,40.2,25.0,83.5,0.75,0.15,0.1,High,no engagement history; named account; segment L1,Call Now,0,"Do not email — call or engage at event only (opted out, non-email signal present) | Note: opted out — no email",False,Call only
L00110,Margaret,Walker,mwalker@harborsolutions.com,VP of Something,Harbor Solutions & Co,VP,Influencer,+1-555-8913,ACC0076,Education,5000.0,,,2024-01-01,Cold Call,Open,False,,False,False,False,True,C00151,False,False,27.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00151,Harbor Solutions,harborsolutions.com,False,False,False,88.8,United Kingdom,1390.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,4.0,0.0,2026-05-06 00:00:00,2023-09-24 00:00:00,16.0,1.0,0.0,False,3.0,2.0,2.0,1122.462048309373,0.0,276.3825759935552,0.0,0.0,0.0,1398.844624302928,False,False,1.0,L1,0.9,23.880000000000003,21.492000000000004,0.85,0.5,0.675,97.95902614511634,21.5,67.5,83.4,0.75,0.15,0.1,High,2 meaningful engagements in last 30d; segment L1,Call Now,0,Do not action — record converted to contact C00151 (work the contact record instead),True,Converted
L00519,Andrew,Hill,marketing@globalpartners.com,,Radiant Corp,Individual Contributor,CISO,+1-555-1240,ACC0148,Manufacturing,200.0,,,2024-01-01,Cold Call,Open,False,,False,False,False,True,C00388,False,False,62.0,0.0,True,Competitor,2023-05-14,Lead,Converted Lead - linked,,,,C00388,Radiant Corp,radiantcorp.com,True,False,False,85.1,France,33.2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2,"duplicate_email, missing_title",10.0,2.0,2026-05-04 00:00:00,2023-03-15 00:00:00,18.0,3.0,0.2,False,7.0,1.0,1.0,1319.507910772894,7.048974820793656,8.62639687919842e-06,0.0007455138919328,0.0,0.0,1326.5576397339764,False,True,0.65,L1,0.9,43.26,38.934,0.3,1.0,0.65,92.89687521833258,38.9,65.0,82.0,0.75,0.15,0.1,Medium,last engaged 18d ago; named account; segment L1,Call Now,0,Do not action — record converted to contact C00388 (work the contact record instead),True,Converted
C00362,Michael,Carter,marketing@globalpartners.com,,,Director,,,ACC0163,Energy,50000.0,,,2022-01-17,,,False,,False,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00547,0.0,True,C00362,Mantle Solutions,mantlesolutions.com,False,True,False,13.2,United States,27661.8,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,3,"duplicate_email, missing_title, missing_phone",27.0,15.0,2026-05-04 00:00:00,2023-02-14 00:00:00,18.0,18.0,0.5555555555555556,False,9.0,2.0,2.0,1979.2618661593413,7.048974820793656,1.725279375839684e-05,0.0007455138919328,0.0,0.0,1986.3116037468203,True,False,0.65,C1,1.0,61.07,61.07,0.7,0.0,0.35,100.0,61.1,35.0,80.5,0.6,0.25,0.15,Medium,2 meaningful engagements in last 30d; ICP industry (Energy); segment C1,Call Now,0,Priority outreach — call or email within 24h,False,Call / Email
L00019,Margaret,Jones,leads@databroker.io,Individual Contributor of Something,Lattice Dynamics,Individual Contributor,Influencer,,ACC0082,Professional Services,75.0,,,2024-01-01,Content Syndication,Disqualified,False,,False,False,False,True,C00205,False,False,26.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00205,Lattice Dynamics,latticedynamics.com,False,False,False,60.2,United States,6.4,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,3,"duplicate_email, shared_email, missing_phone",16.0,9.0,2026-05-04 00:00:00,2023-02-24 00:00:00,18.0,9.0,0.5625,False,7.0,1.0,2.0,1607.6601938044394,445.4493590701697,3.371747880871531e-05,0.0,0.0,0.0005151176247284,2053.1101017097126,False,False,0.25,L1,0.9,9.77,8.793,0.3,0.5,0.4,100.0,8.8,40.0,80.3,0.75,0.15,0.1,Medium,last engaged 18d ago; segment L1,Call Now,0,Do not action — record converted to contact C00205 (work the contact record instead),True,Converted
L00158,Lisa,Allen,lallen@unknown.com,,,Individual Contributor,,,,,,Energy,,2024-01-01,Partner Referral,Working,False,,True,False,False,False,,False,False,41.0,0.0,False,,,Lead,Orphan Lead,,,,L00158,,,,,,,,,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,,4,"missing_account, missing_title, missing_phone, missing_industry",3.0,0.0,2026-05-07 00:00:00,2025-04-27 00:00:00,15.0,0.0,0.0,False,3.0,1.0,1.0,1414.2135623730949,0.0,0.0,0.0,0.01220703125,0.0,1414.2257694043449,True,False,0.25,L2,0.55,53.75,29.562500000000004,0.3,0.0,0.15,99.0361450537888,29.6,15.0,80.2,0.75,0.15,0.1,Low,last engaged 15d ago; ICP industry (nan); segment L2,Call Now,0,"Do not email — call or engage at event only (opted out, non-email signal present) | Note: opted out — no email",False,Call only
L00521,Mary,White,mwhite@unknown.com,VP of Something,,VP,,,,,,,,2023-07-28,Content Syndication,Working,False,,False,False,False,True,C00176,False,False,78.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00176,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,,3,"missing_account, missing_phone, missing_industry",34.0,23.0,2026-05-07 00:00:00,2023-03-05 00:00:00,15.0,24.0,0.6764705882352942,False,10.0,1.0,1.0,1414.2135623730949,13.77595202676104,1.8626451492309626e-07,9.825088972634634e-10,2.594442854214093e-06,2.0121782215955726e-06,1427.9895191937237,False,False,0.25,L3,0.45,3.75,1.6875,0.85,0.0,0.425,100.0,1.7,42.5,79.5,0.75,0.15,0.1,Medium,last engaged 15d ago; segment L3,Call Now,0,Do not action — record converted to contact C00176 (work the contact record instead),True,Converted
L00305,Anthony,Anderson,aanderson@fusionlabs.com,Individual Contributor of Something,Fusion Labs Corp,Individual Contributor,Technical Buyer,+1-555-6512,ACC0020,Manufacturing,75.0,,,2023-12-13,Cold Call,Disqualified,False,,False,False,False,True,C00342,False,False,13.0,0.0,True,Competitor,2022-08-01,Lead,Converted Lead - linked,,,,C00342,Fusion Labs,fusionlabs.com,False,False,False,27.3,United States,2.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,6.0,0.0,2026-05-07 00:00:00,2023-12-28 00:00:00,15.0,2.0,0.0,False,4.0,2.0,2.0,1023.3738919967748,353.5533905932738,0.0,0.0,0.0,8.107633919419022e-08,1376.927282671125,False,False,0.25,L1,0.9,6.48,5.832000000000001,0.3,0.85,0.575,96.42418703243712,5.8,57.5,78.9,0.75,0.15,0.1,High,2 meaningful engagements in last 30d; segment L1,Call Now,0,Do not action — record converted to contact C00342 (work the contact record instead),True,Converted
L00202,Jennifer,Young,marketing@globalpartners.com,VP of Something,Orbit,VP,,+1-555-7366,ACC0157,Education,7500.0,,,2024-01-01,Webinar,Working,False,,False,False,False,True,C00309,False,False,57.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00309,Orbit Solutions,orbitsolutions.com,False,False,False,77.7,United States,2135.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,10.0,2.0,2026-05-04 00:00:00,2023-03-15 00:00:00,18.0,3.0,0.2,False,7.0,1.0,1.0,1319.507910772894,7.048974820793656,8.62639687919842e-06,0.0007455138919328,0.0,0.0,1326.5576397339764,False,False,1.0,L1,0.9,22.77,20.493,0.85,0.0,0.425,92.89687521833258,20.5,42.5,77.0,0.75,0.15,0.1,High,last engaged 18d ago; segment L1,Call Now,0,Do not action — record converted to contact C00309 (work the contact record instead),True,Converted
L00527,Emily,Campbell,marketing@globalpartners.com,Manager of Something,,Manager,,,,,,Financial Services,,2023-07-25,Web,Working,False,,False,False,False,True,C00245,False,False,24.0,0.0,False,,,Lead,Converted Lead - linked,,,,C00245,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,,4,"duplicate_email, missing_account, missing_phone, missing_industry",13.0,2.0,2026-05-04 00:00:00,2023-03-15 00:00:00,18.0,5.0,0.1538461538461538,False,8.0,1.0,1.0,1319.507910772894,7.048974820793656,1.725279375839684e-05,0.0007455138919328,0.0,0.0,1326.5576483603732,True,False,0.25,L2,0.55,53.75,29.562500000000004,0.5,0.0,0.25,92.89687582242642,29.6,25.0,76.6,0.75,0.15,0.1,Low,last engaged 18d ago; ICP industry (nan); segment L2,Call Now,0,Do not action — record converted to contact C00245 (work the contact record instead),True,Converted
C00019,Jessica,Campbell,info@b2bleads.net,Individual Contributor of Something,,Individual Contributor,Technical Buyer,+1-555-1005,ACC0139,Manufacturing,7500.0,,,2022-07-02,,,True,2023-07-31,False,False,False,False,,False,False,,,,,,Contact,Orphan Contact,,39.6,False,C00019,Nova Networks,novanetworks.com,True,False,False,89.6,United Kingdom,3707.6,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,3,"duplicate_email, shared_email, orphan_contact",3.0,0.0,2026-05-22 00:00:00,2024-03-28 00:00:00,0.0,0.0,0.0,False,3.0,1.0,2.0,2000.0,0.0,0.0,0.0,0.0,6.63771270320073e-07,2000.000000663771,False,True,1.0,C2,0.55,48.96,26.928000000000004,0.3,0.85,0.575,100.0,26.9,57.5,75.4,0.6,0.25,0.15,Medium,no engagement history; named account; segment C2,Call Now,0,Priority outreach — call or email within 24h,False,Call / Email
L00266,Susan,Adams,marketing@globalpartners.com,C-Level of Something,,C-Level,,+1-555-1517,,,,,,2024-01-01,Web,MQL,True,2022-12-22,False,False,False,False,,False,False,89.0,3.0,False,,,Lead,Orphan Lead,,,,L00266,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,3,"duplicate_email, missing_account, missing_industry",10.0,2.0,2026-05-04 00:00:00,2023-03-15 00:00:00,18.0,3.0,0.2,False,7.0,1.0,1.0,1319.507910772894,7.048974820793656,8.62639687919842e-06,0.0007455138919328,0.0,0.0,1326.5576397339764,False,False,0.25,L3,0.45,3.75,1.6875,1.0,0.0,0.5,92.89687521833258,1.7,50.0,74.9,0.75,0.15,0.1,Medium,last engaged 18d ago; segment L3,Call Now,0,Priority outreach — call or email within 24h,False,Call / Email
L00374,Donna,Thompson,marketing@globalpartners.com,Manager of Something,Jasper Dynamics Ltd,Manager,,+1-555-7711,ACC0027,Professional Services,300.0,,,2024-01-01,Content Syndication,Nurturing,False,,False,False,False,False,,False,False,33.0,0.0,False,,,Lead,Orphan Lead,,,,L00374,Jasper Dynamics,jasperdynamics.com,False,False,False,59.6,United States,42.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,1,duplicate_email,10.0,2.0,2026-05-04 00:00:00,2023-03-15 00:00:00,18.0,3.0,0.2,False,7.0,1.0,1.0,1319.507910772894,7.048974820793656,8.62639687919842e-06,0.0007455138919328,0.0,0.0,1326.5576397339764,False,False,0.65,L1,0.9,15.71,14.139,0.5,0.0,0.25,92.89687521833258,14.1,25.0,74.3,0.75,0.15,0.1,High,last engaged 18d ago; segment L1,Call Now,0,Priority outreach — call or email within 24h,False,Call / Email
C00395,Sarah,Taylor,hello@sdrlists.com,C-Level of Something,,C-Level,Financial Buyer,+1-555-8554,ACC0059,Professional Services,50.0,,,2023-03-24,,,False,,False,True,False,False,,False,False,,,,,,Contact,Orphan Contact,,75.3,False,C00395,Nexus Technologies,nexustechnologies.com,False,False,False,37.9,Australia,1.8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, orphan_contact",7.0,0.0,2026-05-22 00:00:00,2024-04-19 00:00:00,0.0,1.0,0.0,False,6.0,3.0,3.0,3000.0,63.297653726633925,0.0,0.0,0.0,0.0,3063.297653726634,False,False,0.25,C2,0.55,7.54,4.147,1.0,0.7,0.85,100.0,4.1,85.0,73.8,0.6,0.25,0.15,Medium,3 meaningful engagements in last 30d; segment C2,Call Now,0,Email undeliverable — use phone or LinkedIn only | Note: email bounced — use phone/LinkedIn,False,Phone / LinkedIn
L00414,Jennifer,Martinez,jmartinez@mantlegroup.com,Unknown Title,Mantle Group LLC,,,+1-555-9417,ACC0169,Retail,75.0,,,2024-01-01,Cold Call,Working,False,,False,False,False,False,,False,False,0.0,0.0,False,,,Lead,Orphan Lead,,,,L00414,Mantle Group,mantlegroup.com,False,False,False,55.4,United States,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,10.0,7.0,2026-05-06 00:00:00,2023-04-25 00:00:00,16.0,8.0,0.7,False,2.0,1.0,1.0,1319.507910772894,0.0,0.0,0.0,0.0,0.0,1319.507910772894,False,False,0.25,L1,0.9,9.29,8.360999999999999,0.5,0.0,0.25,92.40319309551728,8.4,25.0,73.1,0.75,0.15,0.1,High,last engaged 16d ago; segment L1,Call Now,0,Priority outreach — call or email within 24h,False,Call / Email
L00532,Andrew,Allen,aallen@radianttechnologies.com,,,Director,Financial Buyer,+1-555-7272,ACC0029,Software,1000.0,,,2024-01-01,Trade Show,Nurturing,False,,False,False,False,False,,False,False,91.0,0.0,False,,,Lead,Orphan Lead,,,,L00532,Radiant Technologies,radianttechnologies.com,True,True,False,87.4,Australia,269.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,1,missing_title,2.0,0.0,2026-05-22 00:00:00,2023-12-29 00:00:00,0.0,0.0,0.0,False,2.0,1.0,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,True,True,1.0,L1,0.9,98.74,88.86600000000001,0.7,0.7,0.7,70.0285252866674,88.9,70.0,72.9,0.75,0.15,0.1,High,no engagement history; ICP industry (Software); named account; segment L1,Call Now,0,Priority outreach — call or email within 24h,False,Call / Email
C00371,Betty,Young,info@techconf.com,Director of Something,,Director,Financial Buyer,+1-555-6613,ACC0178,Manufacturing,75.0,,,2024-01-01,,,True,2022-02-26,True,False,False,False,,False,False,,,,,,Contact,Converted Contact,L00286,36.8,True,C00371,Mantle Partners,mantlepartners.com,False,False,False,40.0,United States,3.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,2,"duplicate_email, shared_email",34.0,17.0,2026-05-22 00:00:00,2023-02-04 00:00:00,0.0,22.0,0.5,False,12.0,1.0,1.0,3000.0,4.921566601151851,0.00457763671875,0.0,0.0,0.0058278906488672,3004.93197212852,False,False,0.25,C1,1.0,7.75,7.75,0.7,0.7,0.7,100.0,7.8,70.0,72.4,0.6,0.25,0.15,Medium,no engagement history; segment C1,Call Now,0,"Do not email — call or engage at event only (opted out, non-email signal present) | Note: opted out — no email",False,Call only
L00371,Betty,Johnson,leads@databroker.io,,Obsidian Group & Co,VP,Financial Buyer,+1-555-6185,ACC0184,Software,75.0,,,2022-01-14,Content Syndication,Disqualified,False,,False,False,False,True,C00241,False,False,53.0,0.0,True,No Longer With Company,2022-12-30,Lead,Converted Lead - linked,,,,C00241,Obsidian Group,obsidiangroup.com,False,True,False,46.9,United States,4.4,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,,3,"duplicate_email, shared_email, missing_title",2.0,0.0,2026-04-25 00:00:00,2025-10-10 00:00:00,27.0,0.0,0.0,False,2.0,1.0,1.0,1071.7734625362928,0.0,0.0,0.0,0.0,0.0,1071.7734625362928,True,False,0.25,L1,0.9,58.44,52.596,0.85,0.7,0.7749999999999999,75.05471502280184,52.6,77.5,71.9,0.75,0.15,0.1,Medium,last engaged 27d ago; ICP industry (Software); segment L1,Call Now,0,Do not action — record converted to contact C00241 (work the contact record instead),True,Converted
